  MB  |      25978.17 |        6273.34 |    59132.64 |     25386.52 |   2.28 |   4.05 |
  MB  |      17546.30 |           3.34 |    28277.22 |        29.60 |   1.61 |   8.87 |
  MB  |       9792.80 |        3762.97 |    31134.92 |      3929.97 |   3.18 |   1.04 |
  MB  |       1371.64 |        3707.96 |     2549.43 |      3822.55 |   1.86 |   1.03 |
  MB  |      24920.21 |        6276.99 |    57741.60 |     25418.29 |   2.32 |   4.05 |
  MB  |      16802.40 |           3.34 |    27471.02 |        28.96 |   1.63 |   8.68 |
  MB  |       9524.34 |        3763.76 |    30576.56 |      3934.81 |   3.21 |   1.05 |
  MB  |       1367.94 |        3707.68 |     2532.17 |      3820.89 |   1.85 |   1.03 |
  MB  |      24152.33 |        6276.62 |    56996.87 |     25702.76 |   2.36 |   4.10 |
  MB  |      16248.94 |           3.34 |    26885.71 |        28.82 |   1.65 |   8.64 |
  MB  |       9235.20 |        3766.96 |    29981.90 |      3936.51 |   3.25 |   1.05 |
  MB  |       1371.92 |        3710.36 |     2540.17 |      3822.17 |   1.85 |   1.03 |
  MB  |      23447.93 |        6273.99 |    55856.01 |     25503.15 |   2.38 |   4.06 |
  MB  |      15738.52 |           3.33 |    26352.11 |        27.57 |   1.67 |   8.27 |
  MB  |       9036.79 |        3767.07 |    29535.76 |      3936.63 |   3.27 |   1.05 |
  MB  |       1371.18 |        3709.83 |     2530.27 |      3819.96 |   1.85 |   1.03 |
  MB  |      22890.51 |        6265.56 |    54962.74 |     25316.88 |   2.40 |   4.04 |
  MB  |      15327.81 |           3.34 |    25875.21 |        26.63 |   1.69 |   7.98 |
  MB  |       8848.06 |        3774.15 |    29128.03 |      3949.37 |   3.29 |   1.05 |
  MB  |       1372.35 |        3715.78 |     2527.41 |      3824.40 |   1.84 |   1.03 |
  MB  |      22352.68 |        6267.69 |    54266.84 |     25355.56 |   2.43 |   4.05 |
  MB  |      14936.26 |           3.33 |    25453.79 |        26.46 |   1.70 |   7.94 |
  MB  |       8671.67 |        3776.66 |    28739.28 |      3955.86 |   3.31 |   1.05 |
  MB  |       1360.59 |        3716.99 |     2476.75 |      3824.70 |   1.82 |   1.03 |
  MB  |      21868.92 |        6271.45 |    53573.80 |     25322.42 |   2.45 |   4.04 |
  MB  |      14566.46 |           3.33 |    25061.53 |        26.02 |   1.72 |   7.81 |
  MB  |       8477.98 |        3777.84 |    28248.42 |      3964.87 |   3.33 |   1.05 |
  MB  |       1336.25 |        3716.03 |     2384.86 |      3824.49 |   1.78 |   1.03 |
  MB  |      21449.15 |        6264.72 |    53138.00 |     25402.16 |   2.48 |   4.05 |
  MB  |      14262.85 |           3.34 |    24750.42 |        26.20 |   1.74 |   7.85 |
  MB  |       8316.47 |        3779.41 |    27858.75 |      3972.93 |   3.35 |   1.05 |
  MB  |       1327.22 |        3716.11 |     2345.72 |      3822.85 |   1.77 |   1.03 |
  MB  |      21081.74 |        6258.40 |    52613.36 |     25341.45 |   2.50 |   4.05 |
  MB  |      13977.14 |           3.34 |    24423.04 |        26.02 |   1.75 |   7.79 |
