  MB  |      21375.81 |       19822.95 |    48856.21 |     20612.98 |   2.29 |   1.04 |
  MB  |       9618.06 |       19541.25 |    13461.60 |     20260.12 |   1.40 |   1.04 |
  MB  |      24752.78 |        6679.28 |    62007.60 |     27101.17 |   2.51 |   4.06 |
  MB  |      15450.30 |           0.01 |    28963.05 |       105.53 |   1.87 | 10874.11 |
  MB  |      21258.46 |       19813.59 |    48341.29 |     20581.20 |   2.27 |   1.04 |
  MB  |       9534.53 |       19591.82 |    13085.32 |     20259.93 |   1.37 |   1.03 |
  MB  |      23721.21 |        6614.65 |    58920.96 |     26836.68 |   2.48 |   4.06 |
  MB  |      14666.01 |           0.01 |    26217.48 |        58.33 |   1.79 | 6048.38 |
  MB  |      21056.50 |       19842.22 |    47610.20 |     20619.91 |   2.26 |   1.04 |
  MB  |       9463.34 |       19560.22 |    12776.79 |     20214.98 |   1.35 |   1.03 |
  MB  |      23975.19 |        6570.43 |    59354.54 |     26652.46 |   2.48 |   4.06 |
  MB  |      14751.55 |           0.01 |    26421.63 |        42.76 |   1.79 | 3127.66 |
  MB  |      20999.69 |       19850.26 |    47468.32 |     20664.20 |   2.26 |   1.04 |
  MB  |       9445.34 |       19564.76 |    12689.71 |     20213.05 |   1.34 |   1.03 |
  MB  |      23660.03 |        6536.00 |    58231.60 |     26490.92 |   2.46 |   4.05 |
  MB  |      14440.01 |           0.01 |    25339.72 |        34.75 |   1.75 | 2553.44 |
  MB  |      20818.42 |       19859.21 |    46864.61 |     20716.64 |   2.25 |   1.04 |
  MB  |       9341.99 |       19572.73 |    12247.77 |     20213.98 |   1.31 |   1.03 |
  MB  |      23615.36 |        6517.54 |    58192.15 |     26436.69 |   2.46 |   4.06 |
  MB  |      14457.22 |           0.01 |    25424.39 |        30.85 |   1.76 | 2226.89 |
  MB  |      20782.50 |       19858.66 |    46765.48 |     20767.59 |   2.25 |   1.05 |
  MB  |       9315.44 |       19565.73 |    12142.53 |     20200.39 |   1.30 |   1.03 |
  MB  |      23591.23 |        6495.63 |    58101.77 |     26377.19 |   2.46 |   4.06 |
  MB  |      14337.75 |           0.01 |    25098.81 |        28.23 |   1.75 | 2083.12 |
  MB  |      20771.76 |       19877.77 |    46700.47 |     20836.49 |   2.25 |   1.05 |
  MB  |       9312.94 |       19577.45 |    12116.64 |     20215.59 |   1.30 |   1.03 |
  MB  |      23699.47 |        6479.36 |    58341.66 |     26235.05 |   2.46 |   4.05 |
  MB  |      14381.90 |           0.01 |    25227.77 |        26.36 |   1.75 | 2750.60 |
  MB  |      20744.03 |       19880.42 |    46647.82 |     20883.97 |   2.25 |   1.05 |
  MB  |       9361.81 |       19571.79 |    12300.62 |     20207.36 |   1.31 |   1.03 |
  MB  |      23752.62 |        6466.23 |    58494.40 |     26169.50 |   2.46 |   4.05 |
  MB  |      14394.47 |           0.01 |    25300.40 |        25.22 |   1.76 | 2631.47 |
  MB  |      20506.83 |       19866.04 |    46036.96 |     20891.79 |   2.24 |   1.05 |
  MB  |       9366.35 |       19614.26 |    12251.37 |     20244.53 |   1.31 |   1.03 |
  MB  |      22978.93 |        6470.35 |    57245.79 |     26166.48 |   2.49 |   4.04 |
  MB  |      14077.06 |           0.01 |    25007.02 |        25.02 |   1.78 | 2561.82 |
  MB  |      20379.52 |       19918.28 |    45816.62 |     20973.58 |   2.25 |   1.05 |
  MB  |       9430.06 |       19597.33 |    12446.09 |     20222.82 |   1.32 |   1.03 |
  MB  |      22350.67 |        6469.52 |    56332.83 |     26291.59 |   2.52 |   4.06 |
  MB  |      13812.79 |           0.01 |    24719.88 |        24.58 |   1.79 | 2564.74 |
  MB  |      20262.28 |       19934.88 |    45546.96 |     21025.96 |   2.25 |   1.05 |
  MB  |       9439.92 |       19605.41 |    12439.48 |     20229.36 |   1.32 |   1.03 |
  MB  |      21873.98 |        6470.78 |    55416.46 |     26144.12 |   2.53 |   4.04 |
  MB  |      13619.26 |           0.01 |    24573.18 |        23.35 |   1.80 | 2437.25 |
  MB  |      20127.83 |       19950.35 |    45228.12 |     21089.14 |   2.25 |   1.06 |
  MB  |       9452.97 |       19624.50 |    12464.99 |     20250.35 |   1.32 |   1.03 |
  MB  |      21438.99 |        6472.70 |    54828.37 |     26264.55 |   2.56 |   4.06 |
  MB  |      13425.61 |           3.34 |    24394.43 |        26.95 |   1.82 |   8.08 |
  MB  |      20084.91 |       19975.66 |    45180.87 |     21153.31 |   2.25 |   1.06 |
  MB  |       9482.93 |       19622.53 |    12546.99 |     20245.11 |   1.32 |   1.03 |
  MB  |      21051.50 |        6470.71 |    54199.63 |     26243.21 |   2.57 |   4.06 |
  MB  |      13261.71 |           0.01 |    24225.28 |        23.27 |   1.83 | 2428.03 |
  MB  |      19927.38 |       19995.01 |    44783.64 |     21217.70 |   2.25 |   1.06 |
  MB  |       9466.09 |       19626.77 |    12458.92 |     20252.04 |   1.32 |   1.03 |
  MB  |      20606.31 |        6467.89 |    53388.38 |     26125.17 |   2.59 |   4.04 |
  MB  |      12995.87 |           0.01 |    23874.84 |        22.78 |   1.84 | 2377.45 |
