  MB  |      31698.13 |       36493.16 |    61105.17 |     37909.50 |   1.93 |   1.04 |
  MB  |      18228.32 |       35984.18 |    23509.48 |     37314.31 |   1.29 |   1.04 |
  MB  |      24187.30 |        6829.89 |    61202.12 |     27807.10 |   2.53 |   4.07 |
  MB  |      14959.67 |           0.01 |    28064.22 |       103.74 |   1.88 | 7621.65 |
  MB  |      31457.94 |       36502.41 |    60304.91 |     37923.21 |   1.92 |   1.04 |
  MB  |      18116.97 |       35980.65 |    23062.78 |     37222.57 |   1.27 |   1.03 |
  MB  |      23435.67 |        6764.22 |    58656.70 |     27454.96 |   2.50 |   4.06 |
  MB  |      14368.12 |           0.01 |    25889.29 |        56.64 |   1.80 | 4142.98 |
  MB  |      31259.12 |       36515.11 |    59761.01 |     37974.17 |   1.91 |   1.04 |
  MB  |      18054.33 |       35987.71 |    22778.52 |     37191.86 |   1.26 |   1.03 |
  MB  |      23366.73 |        6724.78 |    58247.01 |     27315.41 |   2.49 |   4.06 |
  MB  |      14220.89 |           0.01 |    25319.51 |        41.76 |   1.78 | 4329.85 |
  MB  |      31293.77 |       36533.43 |    59602.02 |     38070.00 |   1.90 |   1.04 |
  MB  |      17969.70 |       35998.84 |    22413.00 |     37190.22 |   1.25 |   1.03 |
  MB  |      23357.35 |        6694.79 |    58364.79 |     27435.81 |   2.50 |   4.10 |
  MB  |      14222.83 |           0.01 |    25243.77 |        35.40 |   1.77 | 2600.54 |
  MB  |      31179.22 |       36548.02 |    59329.45 |     38184.77 |   1.90 |   1.04 |
  MB  |      17917.46 |       36008.16 |    22166.12 |     37190.45 |   1.24 |   1.03 |
  MB  |      23462.70 |        6671.69 |    58415.00 |     27041.13 |   2.49 |   4.05 |
  MB  |      14307.10 |           0.01 |    25613.07 |        31.21 |   1.79 | 2272.76 |
  MB  |      31183.29 |       36570.56 |    59428.46 |     38327.70 |   1.91 |   1.05 |
  MB  |      17916.26 |       36013.04 |    22127.79 |     37184.55 |   1.24 |   1.03 |
  MB  |      23360.53 |        6652.90 |    58005.94 |     26924.75 |   2.48 |   4.05 |
  MB  |      14163.08 |           0.01 |    25109.06 |        28.31 |   1.77 | 2034.37 |
  MB  |      31214.44 |       36597.73 |    59514.54 |     38476.84 |   1.91 |   1.05 |
  MB  |      17941.26 |       36020.40 |    22211.77 |     37193.67 |   1.24 |   1.03 |
  MB  |      23399.39 |        6637.45 |    58266.73 |     26970.76 |   2.49 |   4.06 |
  MB  |      14186.42 |           0.01 |    25218.66 |        27.11 |   1.78 | 1965.29 |
  MB  |      31054.29 |       36610.78 |    59088.01 |     38588.50 |   1.90 |   1.05 |
  MB  |      17880.47 |       36010.33 |    21991.20 |     37188.88 |   1.23 |   1.03 |
  MB  |      23443.40 |        6624.20 |    58314.14 |     26791.23 |   2.49 |   4.04 |
  MB  |      14199.54 |           0.01 |    25322.41 |        25.51 |   1.78 | 1882.61 |
  MB  |      31117.34 |       36677.65 |    59100.27 |     38744.99 |   1.90 |   1.06 |
  MB  |      17962.31 |       36056.44 |    22146.12 |     37223.72 |   1.23 |   1.03 |
  MB  |      22814.58 |        6627.96 |    57522.56 |     26998.09 |   2.52 |   4.07 |
  MB  |      13940.14 |           0.01 |    25037.08 |        25.87 |   1.80 | 1892.05 |
  MB  |      31031.19 |       36720.94 |    58897.90 |     38861.03 |   1.90 |   1.06 |
  MB  |      18025.25 |       36078.33 |    22286.29 |     37241.64 |   1.24 |   1.03 |
  MB  |      22252.33 |        6627.74 |    56359.49 |     26775.95 |   2.53 |   4.04 |
  MB  |      13742.24 |           0.01 |    24869.78 |        24.35 |   1.81 | 1781.30 |
  MB  |      31152.27 |       36755.51 |    59257.28 |     38991.37 |   1.90 |   1.06 |
  MB  |      18180.84 |       36086.86 |    22773.73 |     37249.74 |   1.25 |   1.03 |
  MB  |      21915.88 |        6625.23 |    55853.57 |     26890.73 |   2.55 |   4.06 |
  MB  |      13668.41 |           0.01 |    24759.27 |        24.06 |   1.81 | 1767.77 |
  MB  |      31204.84 |       36780.44 |    59399.60 |     39097.55 |   1.90 |   1.06 |
  MB  |      18279.87 |       36085.44 |    23044.18 |     37244.74 |   1.26 |   1.03 |
  MB  |      21864.56 |        6624.84 |    55561.70 |     26787.29 |   2.54 |   4.04 |
  MB  |      13880.48 |           0.01 |    25193.70 |        23.69 |   1.82 | 1725.12 |
  MB  |      31079.54 |       36840.03 |    59001.68 |     39240.21 |   1.90 |   1.07 |
  MB  |      18194.62 |       36117.49 |    22722.32 |     37280.46 |   1.25 |   1.03 |
  MB  |      21032.84 |        6624.54 |    54436.39 |     26826.34 |   2.59 |   4.05 |
  MB  |      13221.36 |           0.01 |    24332.63 |        23.52 |   1.84 | 1727.71 |
  MB  |      31123.89 |       36876.53 |    59158.12 |     39337.25 |   1.90 |   1.07 |
  MB  |      18283.14 |       36131.46 |    22978.61 |     37286.76 |   1.26 |   1.03 |
  MB  |      20704.09 |        6626.73 |    53818.74 |     26798.03 |   2.60 |   4.04 |
  MB  |      13100.67 |           0.01 |    24253.53 |        23.07 |   1.85 | 1672.55 |
  MB  |      30523.56 |       36895.63 |    58074.81 |     39387.84 |   1.90 |   1.07 |
  MB  |      18307.61 |       36141.79 |    23047.94 |     37306.14 |   1.26 |   1.03 |
  MB  |      20463.45 |        6624.13 |    53696.02 |     26980.80 |   2.62 |   4.07 |
  MB  |      12988.29 |           0.01 |    24133.55 |        23.89 |   1.86 | 1732.14 |
  MB  |      31035.66 |       36906.68 |    58892.61 |     39424.00 |   1.90 |   1.07 |
  MB  |      18250.67 |       36142.82 |    22835.32 |     37304.84 |   1.25 |   1.03 |
  MB  |      20088.29 |        6622.00 |    53073.66 |     26899.37 |   2.64 |   4.06 |
  MB  |      12735.54 |           0.01 |    23825.74 |        23.40 |   1.87 | 1727.30 |
