  MB  |      14951.87 |       10264.27 |    40680.45 |     10682.48 |   2.72 |   1.04 |
  MB  |       4679.35 |       10120.48 |     7349.65 |     10498.58 |   1.57 |   1.04 |
  MB  |      25123.74 |        6222.42 |    62573.07 |     25359.75 |   2.49 |   4.08 |
  MB  |      15898.62 |           0.01 |    29601.55 |       106.63 |   1.86 | 7530.24 |
  MB  |      14857.65 |       10271.42 |    40359.43 |     10668.47 |   2.72 |   1.04 |
  MB  |       4686.10 |       10127.36 |     7332.89 |     10469.15 |   1.56 |   1.03 |
  MB  |      24409.24 |        6166.29 |    59787.14 |     24938.05 |   2.45 |   4.04 |
  MB  |      15183.12 |           0.01 |    26932.85 |        57.17 |   1.77 | 5928.78 |
  MB  |      14685.18 |       10269.08 |    39635.25 |     10669.07 |   2.70 |   1.04 |
  MB  |       4548.09 |       10124.49 |     6797.52 |     10461.70 |   1.49 |   1.03 |
  MB  |      24058.32 |        6125.49 |    58492.97 |     24759.85 |   2.43 |   4.04 |
  MB  |      14853.16 |           0.01 |    25678.19 |        41.21 |   1.73 | 3027.95 |
  MB  |      14693.39 |       10271.60 |    39422.46 |     10686.94 |   2.68 |   1.04 |
  MB  |       4481.40 |       10125.48 |     6529.73 |     10460.20 |   1.46 |   1.03 |
  MB  |      23970.31 |        6109.24 |    58347.01 |     24915.88 |   2.43 |   4.08 |
  MB  |      14751.21 |           0.01 |    25308.47 |        34.51 |   1.72 | 2501.72 |
  MB  |      14617.33 |       10272.65 |    39232.96 |     10704.86 |   2.68 |   1.04 |
  MB  |       4500.73 |       10125.41 |     6597.27 |     10457.63 |   1.47 |   1.03 |
  MB  |      23956.44 |        6092.17 |    58271.28 |     24754.58 |   2.43 |   4.06 |
  MB  |      14752.73 |           0.01 |    25428.67 |        30.46 |   1.72 | 3138.47 |
  MB  |      14463.72 |       10274.52 |    38735.52 |     10727.68 |   2.68 |   1.04 |
  MB  |       4433.59 |       10125.37 |     6322.95 |     10455.37 |   1.43 |   1.03 |
  MB  |      23925.11 |        6080.02 |    58037.55 |     24669.77 |   2.43 |   4.06 |
  MB  |      14704.22 |           0.01 |    25166.25 |        27.88 |   1.71 | 2909.48 |
  MB  |      14405.91 |       10277.57 |    38583.54 |     10751.36 |   2.68 |   1.05 |
  MB  |       4443.61 |       10125.33 |     6359.46 |     10455.39 |   1.43 |   1.03 |
  MB  |      24040.71 |        6063.44 |    58413.10 |     24503.18 |   2.43 |   4.04 |
  MB  |      14779.16 |           0.01 |    25576.04 |        25.98 |   1.73 | 2711.54 |
  MB  |      14370.02 |       10283.09 |    38455.36 |     10779.42 |   2.68 |   1.05 |
  MB  |       4458.61 |       10127.72 |     6421.37 |     10460.36 |   1.44 |   1.03 |
  MB  |      24122.55 |        6059.01 |    58869.26 |     24576.80 |   2.44 |   4.06 |
  MB  |      14974.57 |           0.01 |    26420.43 |        25.36 |   1.76 | 2646.68 |
  MB  |      14072.92 |       10283.09 |    37845.20 |     10784.32 |   2.69 |   1.05 |
  MB  |       4469.56 |       10125.78 |     6432.68 |     10452.52 |   1.44 |   1.03 |
  MB  |      23343.09 |        6053.53 |    57805.34 |     24476.11 |   2.48 |   4.04 |
  MB  |      14505.45 |           0.01 |    25845.57 |        24.93 |   1.78 | 2585.52 |
  MB  |      13828.99 |       10298.51 |    37324.93 |     10808.50 |   2.70 |   1.05 |
  MB  |       4475.33 |       10138.18 |     6425.53 |     10459.73 |   1.44 |   1.03 |
  MB  |      22664.92 |        6059.09 |    56731.44 |     24457.44 |   2.50 |   4.04 |
  MB  |      14067.41 |           3.34 |    25057.89 |        27.14 |   1.78 |   8.13 |
  MB  |      13636.18 |       10312.40 |    36909.36 |     10839.93 |   2.71 |   1.05 |
  MB  |       4490.33 |       10148.82 |     6455.57 |     10468.07 |   1.44 |   1.03 |
  MB  |      22154.25 |        6060.83 |    56076.88 |     24517.34 |   2.53 |   4.05 |
  MB  |      13778.50 |           3.34 |    24788.29 |        26.56 |   1.80 |   7.96 |
  MB  |      13348.06 |       10303.06 |    36307.39 |     10845.44 |   2.72 |   1.05 |
  MB  |       4493.60 |       10160.42 |     6458.67 |     10482.75 |   1.44 |   1.03 |
  MB  |      21624.66 |        6055.26 |    55201.04 |     24479.26 |   2.55 |   4.04 |
  MB  |      13512.77 |           3.33 |    24510.44 |        26.26 |   1.81 |   7.87 |
  MB  |      13264.72 |       10322.26 |    36140.45 |     10887.21 |   2.72 |   1.05 |
  MB  |       4507.39 |       10149.58 |     6491.99 |     10466.79 |   1.44 |   1.03 |
  MB  |      21127.54 |        6052.71 |    54600.64 |     24544.70 |   2.58 |   4.06 |
  MB  |      13177.29 |           3.33 |    24029.29 |        25.93 |   1.82 |   7.78 |
  MB  |      13128.35 |       10347.27 |    35845.04 |     10930.92 |   2.73 |   1.06 |
  MB  |       4516.51 |       10168.59 |     6501.96 |     10484.76 |   1.44 |   1.03 |
  MB  |      20675.48 |        6058.26 |    53787.49 |     24453.98 |   2.60 |   4.04 |
  MB  |      12973.86 |           3.34 |    23900.58 |        25.34 |   1.84 |   7.60 |
  MB  |      12977.80 |       10343.84 |    35470.89 |     10945.36 |   2.73 |   1.06 |
  MB  |       4498.79 |       10158.90 |     6427.32 |     10474.00 |   1.43 |   1.03 |
  MB  |      20275.65 |        6049.37 |    53220.63 |     24487.47 |   2.62 |   4.05 |
  MB  |      12752.24 |           3.34 |    23601.84 |        25.47 |   1.85 |   7.63 |
  MB  |      12855.13 |       10356.98 |    35230.82 |     10975.64 |   2.74 |   1.06 |
  MB  |       4509.83 |       10166.25 |     6468.15 |     10485.24 |   1.43 |   1.03 |
  MB  |      19891.74 |        6051.04 |    52671.90 |     24488.96 |   2.65 |   4.05 |
  MB  |      12516.87 |           3.34 |    23351.71 |        25.25 |   1.87 |   7.57 |
